epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,137.004,1.63797,0.96487,1.02735,0.7697,0.69124,0.73926,0.29411,2.14506,1.25533,1.22532,6.60221e-05,6.60221e-05,6.60221e-05
85,138.485,1.73581,0.99135,1.01651,0.75639,0.6912,0.73406,0.28994,2.17377,1.26208,1.23425,5.9548e-05,5.9548e-05,5.9548e-05
86,140.03,1.70766,0.97342,1.02584,0.78198,0.67328,0.73225,0.28482,2.19168,1.27059,1.23883,5.34336e-05,5.34336e-05,5.34336e-05
87,141.515,1.67479,0.97284,1.01364,0.79272,0.67085,0.72766,0.28239,2.20416,1.2789,1.2419,4.76849e-05,4.76849e-05,4.76849e-05
88,143.03,1.6587,0.96615,1.0105,0.79291,0.67145,0.72849,0.2808,2.18957,1.28093,1.23705,4.23077e-05,4.23077e-05,4.23077e-05
89,144.575,1.71114,0.97273,1.00375,0.79576,0.67206,0.73001,0.28294,2.17923,1.28344,1.23332,3.73072e-05,3.73072e-05,3.73072e-05
90,146.11,1.69263,0.99045,0.99396,0.7915,0.67389,0.73177,0.28528,2.16661,1.28245,1.22831,3.26883e-05,3.26883e-05,3.26883e-05
91,178.503,1.72873,1.17265,1.0266,0.79403,0.67123,0.73359,0.28859,2.15957,1.29108,1.2259,2.84557e-05,2.84557e-05,2.84557e-05
92,179.939,1.75458,1.14198,1.02413,0.80419,0.6666,0.73672,0.28853,2.1556,1.31453,1.22527,2.46135e-05,2.46135e-05,2.46135e-05
93,181.31,1.65298,1.01706,1.03479,0.80048,0.66288,0.73459,0.28931,2.15702,1.3231,1.22675,2.11655e-05,2.11655e-05,2.11655e-05
94,182.742,1.66746,1.0362,1.02624,0.78977,0.66167,0.73446,0.28842,2.15768,1.32855,1.22771,1.81151e-05,1.81151e-05,1.81151e-05
95,184.124,1.73248,1.13589,1.03333,0.78475,0.6617,0.73329,0.28576,2.15682,1.33479,1.22782,1.54652e-05,1.54652e-05,1.54652e-05
96,185.551,1.74353,1.18328,1.0409,0.77051,0.66273,0.73058,0.28562,2.15408,1.35373,1.22813,1.32186e-05,1.32186e-05,1.32186e-05
97,186.984,1.69643,1.03933,1.03542,0.74553,0.66476,0.72903,0.25112,2.15831,1.35907,1.22996,1.13775e-05,1.13775e-05,1.13775e-05
98,188.349,1.68754,1.04832,1.03388,0.72724,0.66659,0.72754,0.25092,2.15928,1.35869,1.2296,9.94361e-06,9.94361e-06,9.94361e-06
99,189.726,1.70979,1.05013,1.03061,0.69995,0.68586,0.72659,0.2505,2.15957,1.36578,1.22986,8.91838e-06,8.91838e-06,8.91838e-06
100,191.116,1.6684,1.01697,1.02532,0.70741,0.68164,0.728,0.25211,2.16067,1.36496,1.23061,8.30285e-06,8.30285e-06,8.30285e-06
