epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,174.154,1.78062,1.11862,1.05592,0.83405,0.74323,0.86064,0.50732,1.73067,1.06409,1.04372,0.000540095,0.000540095,0.000540095
43,178,1.75005,1.10563,1.05343,0.89354,0.77939,0.85558,0.5035,1.75604,1.05692,1.05041,0.000527492,0.000527492,0.000527492
44,181.843,1.77691,1.12001,1.05102,0.82668,0.82151,0.85421,0.49974,1.71915,1.0706,1.04166,0.000514786,0.000514786,0.000514786
45,185.687,1.77437,1.09894,1.03744,0.77968,0.7791,0.79856,0.46326,1.76862,1.06562,1.0562,0.00050199,0.00050199,0.00050199
46,189.627,1.75821,1.10097,1.05606,0.91915,0.76302,0.86079,0.49947,1.69134,1.03334,1.03648,0.000489118,0.000489118,0.000489118
47,193.406,1.76727,1.10804,1.05561,0.84679,0.83202,0.88287,0.51347,1.72829,1.04987,1.04463,0.000476181,0.000476181,0.000476181
48,197.295,1.76323,1.08879,1.05404,0.85597,0.79281,0.86401,0.50922,1.72117,1.05427,1.04087,0.000463193,0.000463193,0.000463193
49,201.115,1.73102,1.0824,1.02943,0.89709,0.79361,0.87036,0.5233,1.76519,1.04805,1.04445,0.000450167,0.000450167,0.000450167
50,205.005,1.6987,1.04909,1.03037,0.87487,0.81406,0.87493,0.5004,1.7125,1.04179,1.03613,0.000437114,0.000437114,0.000437114
51,208.798,1.72583,1.0653,1.03221,0.92057,0.81577,0.88237,0.52084,1.65767,0.98315,1.02083,0.000424049,0.000424049,0.000424049
52,212.642,1.71597,1.04507,1.02964,0.89968,0.82976,0.88725,0.54552,1.66029,0.99273,1.01923,0.000410983,0.000410983,0.000410983
53,216.51,1.68766,1.02196,1.02812,0.86103,0.81442,0.88009,0.54375,1.72538,1.01337,1.0322,0.000397931,0.000397931,0.000397931
54,220.324,1.66634,1.03036,1.03997,0.83228,0.80268,0.88489,0.5417,1.70052,0.99472,1.02496,0.000384904,0.000384904,0.000384904
55,224.142,1.7106,1.03895,1.02053,0.8313,0.80628,0.87415,0.52652,1.73919,1.02743,1.02994,0.000371916,0.000371916,0.000371916
56,227.978,1.70204,1.0465,1.00651,0.8646,0.80058,0.8807,0.54741,1.63723,0.97246,1.0151,0.00035898,0.00035898,0.00035898
57,231.87,1.62133,0.99272,1.01048,0.89487,0.81399,0.88066,0.56169,1.65625,0.97617,1.01357,0.000346107,0.000346107,0.000346107
58,235.749,1.63473,0.98119,0.99546,0.90981,0.79968,0.88482,0.56295,1.63424,0.98292,1.00906,0.000333312,0.000333312,0.000333312
59,239.6,1.63396,0.97701,1.00524,0.88699,0.83621,0.89517,0.57079,1.60647,0.95812,1.0066,0.000320606,0.000320606,0.000320606
60,243.514,1.64035,0.99075,1.00587,0.92123,0.79921,0.89234,0.57672,1.60173,0.96039,1.00391,0.000308002,0.000308002,0.000308002
61,247.44,1.60742,0.96932,1.00031,0.93451,0.80986,0.89382,0.58927,1.60822,0.93155,1.00608,0.000295513,0.000295513,0.000295513
62,251.309,1.62784,0.97504,1.01496,0.89383,0.82085,0.88629,0.55015,1.60607,0.92874,1.0082,0.00028315,0.00028315,0.00028315
63,255.071,1.61732,0.96369,0.99782,0.88934,0.82274,0.89285,0.55306,1.59876,0.93122,1.00892,0.000270927,0.000270927,0.000270927
64,258.919,1.58169,0.93426,0.99235,0.91339,0.78464,0.8883,0.57497,1.62384,0.9383,1.00902,0.000258855,0.000258855,0.000258855
65,262.704,1.58251,0.9617,0.99231,0.90384,0.81871,0.90042,0.5717,1.65686,0.93931,1.01708,0.000246945,0.000246945,0.000246945
66,266.485,1.59739,0.95446,0.99142,0.89908,0.86511,0.90535,0.58261,1.58783,0.91482,1.00058,0.000235211,0.000235211,0.000235211
67,270.29,1.53609,0.91482,0.97876,0.93051,0.84111,0.9047,0.56684,1.56973,0.89715,0.99591,0.000223663,0.000223663,0.000223663
68,274.068,1.54147,0.90446,0.97701,0.89819,0.8258,0.90595,0.56438,1.58755,0.8982,0.99792,0.000212312,0.000212312,0.000212312
69,277.819,1.52452,0.89681,0.97382,0.91063,0.8303,0.9091,0.56007,1.55932,0.87878,0.99528,0.000201171,0.000201171,0.000201171
70,281.61,1.52011,0.89681,0.96997,0.91808,0.81758,0.90763,0.5793,1.53126,0.87442,0.98673,0.00019025,0.00019025,0.00019025
