image_name,count_Paranemonia sp.,mean_conf_Paranemonia sp.,count_Anemonia sp.,mean_conf_Anemonia sp.,count_Brachyura sp.,mean_conf_Brachyura sp.
cropped_enhanced_G0039867.jpg,13,0.712328,0,0.0,0,0.0
cropped_enhanced_G0040067.jpg,7,0.704829,0,0.0,0,0.0
cropped_enhanced_G0040085.jpg,38,0.628429,1,0.89015,0,0.0
cropped_enhanced_G0041768.jpg,1,0.598376,1,0.587549,0,0.0
G0040028.jpg,57,0.674498,0,0.0,0,0.0
G0161746.jpg,10,0.74565,0,0.0,0,0.0
PA240097.jpg,58,0.746922,0,0.0,0,0.0
PA240117.jpg,52,0.676986,0,0.0,0,0.0
PA240142.jpg,12,0.676976,0,0.0,0,0.0
