epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
77,1081.28,1.9156,2.0167,1.12428,0.89149,0.679,0.78461,0.44544,1.85927,1.81872,1.10299,0.000552585,0.000552585,0.000552585
78,1096.8,1.88721,2.00342,1.09295,0.8034,0.7129,0.77201,0.41776,1.90682,1.75858,1.10949,0.000546027,0.000546027,0.000546027
79,1109.5,1.87198,2.04964,1.12573,0.83492,0.70301,0.78715,0.42713,1.85509,1.68031,1.10099,0.000539435,0.000539435,0.000539435
80,1127.55,1.82509,1.98911,1.10889,0.83335,0.70694,0.77288,0.42497,1.94371,1.84798,1.12786,0.000532812,0.000532812,0.000532812
81,1132.82,1.95165,2.02363,1.06619,0.82789,0.72621,0.77882,0.42188,1.9222,1.74368,1.12385,0.000526159,0.000526159,0.000526159
82,1145.14,1.89297,1.91008,1.08173,0.82627,0.73163,0.79553,0.44756,1.85356,1.63589,1.09582,0.000519478,0.000519478,0.000519478
83,1166.8,1.8302,1.95993,1.14524,0.9293,0.6605,0.78729,0.42074,1.87758,1.68007,1.10269,0.000512771,0.000512771,0.000512771
84,1181.81,1.76427,1.82996,1.09891,0.88007,0.63497,0.75866,0.40802,1.86464,1.76271,1.09985,0.00050604,0.00050604,0.00050604
85,1186.86,1.95111,2.00021,1.09914,0.84489,0.72415,0.77675,0.38791,1.95344,1.79207,1.13185,0.000499286,0.000499286,0.000499286
86,1200.6,1.89484,1.95312,1.10389,0.82612,0.72331,0.78445,0.44573,1.82915,1.70271,1.09134,0.000492512,0.000492512,0.000492512
87,1212.03,1.91028,1.97256,1.07379,0.85496,0.73234,0.78886,0.44188,1.86913,1.71255,1.10155,0.000485719,0.000485719,0.000485719
88,1219.59,1.81901,1.83624,1.06639,0.83104,0.74951,0.7954,0.43561,1.82182,1.70835,1.08744,0.00047891,0.00047891,0.00047891
89,1228.78,1.78346,1.88574,1.108,0.84563,0.71281,0.78915,0.4502,1.81051,1.69182,1.08597,0.000472085,0.000472085,0.000472085
90,1248.94,1.81022,1.93948,1.09487,0.83846,0.71861,0.7882,0.43757,1.81564,1.68422,1.08153,0.000465247,0.000465247,0.000465247
91,1261.45,1.90031,2.02031,1.08773,0.8592,0.68224,0.78091,0.44647,1.83858,1.74254,1.08434,0.000458398,0.000458398,0.000458398
92,1281.2,1.76558,1.85459,1.08752,0.90033,0.69422,0.7851,0.44821,1.79754,1.66026,1.07964,0.000451539,0.000451539,0.000451539
93,1291.7,1.81238,1.82888,1.09259,0.90553,0.7283,0.80189,0.45836,1.83099,1.63781,1.09591,0.000444673,0.000444673,0.000444673
94,1313.19,1.76008,1.81693,1.12136,0.85651,0.7282,0.79294,0.46569,1.84685,1.69877,1.09543,0.000437802,0.000437802,0.000437802
95,1338.93,1.76452,1.84502,1.11085,0.89094,0.71211,0.8009,0.4611,1.84879,1.64935,1.09296,0.000430926,0.000430926,0.000430926
96,1348.77,1.76764,1.81392,1.0752,0.91412,0.6997,0.80313,0.47254,1.81141,1.63272,1.0835,0.000424049,0.000424049,0.000424049
97,1359.36,1.80539,1.86294,1.06672,0.86116,0.75425,0.80841,0.47059,1.79274,1.6647,1.07845,0.000417171,0.000417171,0.000417171
98,1379.1,1.74066,1.79906,1.09996,0.86547,0.75866,0.80827,0.47799,1.82201,1.62634,1.08762,0.000410296,0.000410296,0.000410296
99,1396.06,1.75322,1.83844,1.09043,0.85201,0.72807,0.79728,0.45077,1.78717,1.6096,1.07729,0.000403424,0.000403424,0.000403424
100,1418.55,1.81911,1.86903,1.08595,0.86942,0.71425,0.7908,0.42478,1.86431,1.64403,1.10106,0.000396558,0.000396558,0.000396558
101,1429.37,1.71634,1.74062,1.08059,0.89094,0.70943,0.79623,0.44524,1.80278,1.59557,1.08643,0.0003897,0.0003897,0.0003897
102,1442.56,1.71165,1.72346,1.08914,0.9021,0.70801,0.78646,0.44582,1.91132,1.63783,1.12115,0.000382851,0.000382851,0.000382851
103,1456.06,1.74222,1.69533,1.09731,0.86821,0.7431,0.78977,0.44441,1.80321,1.66158,1.07972,0.000376013,0.000376013,0.000376013
104,1470.31,1.81235,1.84147,1.08785,0.90043,0.71765,0.7931,0.44377,1.89886,1.68103,1.11209,0.000369188,0.000369188,0.000369188
105,1477,1.72199,1.75588,1.0618,0.80871,0.73777,0.80149,0.45298,1.78816,1.61171,1.0809,0.000362378,0.000362378,0.000362378
106,1492.92,1.80251,1.94511,1.06992,0.80382,0.75628,0.79326,0.45442,1.88803,1.62759,1.1067,0.000355585,0.000355585,0.000355585
107,1510.28,1.80505,1.80648,1.0699,0.79898,0.7444,0.80979,0.46393,1.75707,1.55312,1.06804,0.000348811,0.000348811,0.000348811
108,1520.58,1.70024,1.736,1.04908,0.92253,0.71026,0.81564,0.48762,1.85074,1.55824,1.09744,0.000342058,0.000342058,0.000342058
109,1540.72,1.77353,1.78002,1.09938,0.91753,0.73713,0.81673,0.47484,1.79405,1.56847,1.08189,0.000335327,0.000335327,0.000335327
110,1547.91,1.77317,1.73905,1.02955,0.89075,0.6859,0.79701,0.4413,1.76704,1.63411,1.07158,0.00032862,0.00032862,0.00032862
111,1561.49,1.72208,1.6862,1.02786,0.88679,0.70144,0.80086,0.446,1.76355,1.60152,1.07373,0.000321939,0.000321939,0.000321939
112,1585.68,1.67394,1.65723,1.07513,0.92479,0.67613,0.80421,0.46331,1.7477,1.57762,1.07146,0.000315286,0.000315286,0.000315286
113,1603.34,1.71964,1.72366,1.09962,0.79937,0.75147,0.80359,0.46882,1.75551,1.57405,1.07077,0.000308663,0.000308663,0.000308663
114,1612.8,1.68875,1.68227,1.04369,0.94008,0.70394,0.80672,0.47262,1.76196,1.59221,1.0713,0.000302071,0.000302071,0.000302071
115,1619.69,1.62603,1.58588,1.01966,0.89899,0.74824,0.81469,0.46665,1.77413,1.56934,1.07028,0.000295513,0.000295513,0.000295513
116,1623.5,1.8115,1.76165,1.02978,0.88502,0.7717,0.83154,0.49645,1.73561,1.52973,1.06178,0.00028899,0.00028899,0.00028899
117,1643.88,1.68165,1.66833,1.07449,0.82839,0.79176,0.84519,0.49666,1.72847,1.49945,1.0615,0.000282503,0.000282503,0.000282503
118,1662.46,1.69111,1.67819,1.0566,0.86161,0.78706,0.84506,0.50293,1.75823,1.53843,1.06713,0.000276056,0.000276056,0.000276056
119,1671.99,1.66138,1.63243,1.02505,0.85868,0.77543,0.82469,0.49984,1.71819,1.5059,1.05906,0.000269649,0.000269649,0.000269649
120,1685.65,1.73808,1.72096,1.05464,0.90893,0.74665,0.82723,0.48304,1.73424,1.52502,1.06116,0.000263284,0.000263284,0.000263284
121,1711.43,1.60311,1.60224,1.0564,0.91035,0.74731,0.82954,0.48397,1.70924,1.5158,1.05729,0.000256963,0.000256963,0.000256963
122,1725.16,1.69407,1.61799,1.01149,0.91393,0.7445,0.83256,0.48686,1.76126,1.55487,1.06745,0.000250688,0.000250688,0.000250688
123,1743.75,1.64187,1.59029,1.03748,0.86811,0.73386,0.82807,0.49951,1.7775,1.51882,1.07077,0.00024446,0.00024446,0.00024446
124,1756.35,1.72659,1.69111,1.03912,0.88151,0.746,0.83576,0.50433,1.76534,1.48211,1.06738,0.000238281,0.000238281,0.000238281
125,1763.59,1.78721,1.70009,1.00588,0.85586,0.78959,0.8428,0.51086,1.82985,1.50021,1.08634,0.000232153,0.000232153,0.000232153
126,1772.06,1.62856,1.60339,1.04794,0.91379,0.74032,0.8407,0.51743,1.73763,1.51147,1.06217,0.000226078,0.000226078,0.000226078
127,1792.98,1.6062,1.57473,1.05841,0.92155,0.74865,0.83363,0.50683,1.73486,1.52257,1.06054,0.000220057,0.000220057,0.000220057
128,1804.42,1.59046,1.55691,1.03556,0.82724,0.79778,0.83286,0.49039,1.73116,1.52564,1.0585,0.000214091,0.000214091,0.000214091
129,1808.61,1.6764,1.62831,1.00694,0.86376,0.78922,0.8338,0.48746,1.72539,1.54352,1.05682,0.000208183,0.000208183,0.000208183
130,1829.79,1.69309,1.68226,1.06989,0.9187,0.74666,0.82912,0.4667,1.74148,1.50143,1.05662,0.000202334,0.000202334,0.000202334
131,1840.02,1.61183,1.59715,1.03248,0.93409,0.73168,0.82409,0.48071,1.70587,1.52493,1.0527,0.000196545,0.000196545,0.000196545
132,1856.64,1.62766,1.5781,1.04994,0.89349,0.75084,0.82796,0.48271,1.76587,1.5055,1.06835,0.000190819,0.000190819,0.000190819
133,1879.48,1.70892,1.66768,1.04913,0.91418,0.75897,0.82894,0.49323,1.70753,1.50444,1.04898,0.000185156,0.000185156,0.000185156
134,1886.01,1.64603,1.58337,1.00075,0.90632,0.76144,0.83352,0.50123,1.6928,1.48977,1.04228,0.000179559,0.000179559,0.000179559
135,1901.89,1.65333,1.63861,1.04853,0.92167,0.75875,0.84248,0.52143,1.68704,1.45082,1.04247,0.000174028,0.000174028,0.000174028
136,1912.2,1.54984,1.48974,1.02493,0.91256,0.76799,0.84467,0.51525,1.70894,1.46309,1.05006,0.000168566,0.000168566,0.000168566
137,1919.3,1.69364,1.59128,1.02319,0.91388,0.77253,0.84616,0.51503,1.7214,1.46409,1.05383,0.000163174,0.000163174,0.000163174
138,1929.57,1.6533,1.58352,1.01775,0.92887,0.75931,0.84442,0.50946,1.6853,1.4585,1.04616,0.000157853,0.000157853,0.000157853
139,1946.09,1.56586,1.47759,1.01954,0.93526,0.75453,0.84108,0.51181,1.68948,1.46338,1.04875,0.000152605,0.000152605,0.000152605
140,1958.74,1.63299,1.52125,0.99326,0.9171,0.77406,0.84001,0.50173,1.69878,1.47933,1.0505,0.000147431,0.000147431,0.000147431
141,1975.14,1.6548,1.6184,1.0299,0.87147,0.78008,0.83363,0.50658,1.73232,1.49294,1.05513,0.000142333,0.000142333,0.000142333
142,1993.52,1.68156,1.62432,1.0491,0.92078,0.7552,0.8353,0.50671,1.72792,1.47814,1.05577,0.000137311,0.000137311,0.000137311
143,1999.6,1.64382,1.59492,1.01347,0.91088,0.7726,0.8378,0.51181,1.66247,1.44277,1.04248,0.000132369,0.000132369,0.000132369
144,2014.3,1.64657,1.55589,1.01033,0.92042,0.78296,0.84392,0.50667,1.64981,1.42523,1.03855,0.000127505,0.000127505,0.000127505
145,2031.89,1.56007,1.48935,1.01627,0.91861,0.79414,0.84454,0.51097,1.64921,1.42511,1.03807,0.000122723,0.000122723,0.000122723
146,2042.91,1.64595,1.61093,1.01543,0.91491,0.78644,0.84647,0.50928,1.66621,1.42392,1.0423,0.000118024,0.000118024,0.000118024
147,2066.66,1.48229,1.38213,1.02933,0.89834,0.79806,0.84338,0.51108,1.66117,1.42442,1.04102,0.000113408,0.000113408,0.000113408
148,2075.22,1.62332,1.55743,1.008,0.89423,0.80233,0.841,0.49977,1.67157,1.4318,1.04292,0.000108876,0.000108876,0.000108876
149,2082.04,1.58631,1.48872,0.99626,0.90313,0.78032,0.83868,0.51149,1.68721,1.43254,1.04544,0.000104431,0.000104431,0.000104431
150,2093.51,1.53372,1.46118,1.01363,0.90235,0.77702,0.83928,0.51369,1.66024,1.42792,1.04082,0.000100074,0.000100074,0.000100074
151,2104.54,1.59239,1.48678,1.00686,0.90793,0.7716,0.84186,0.51595,1.66775,1.42429,1.04303,9.58049e-05,9.58049e-05,9.58049e-05
152,2125.61,1.61948,1.57891,1.04541,0.89637,0.77468,0.84189,0.50905,1.73963,1.44305,1.06097,9.16256e-05,9.16256e-05,9.16256e-05
153,2137.56,1.65869,1.54965,1.01819,0.88297,0.78688,0.84177,0.51286,1.69651,1.43031,1.05085,8.75372e-05,8.75372e-05,8.75372e-05
154,2152.93,1.7037,1.68344,1.0417,0.91047,0.78006,0.84159,0.50681,1.66826,1.42135,1.04319,8.35408e-05,8.35408e-05,8.35408e-05
155,2167.9,1.54201,1.43349,1.01318,0.90591,0.78723,0.83818,0.50239,1.68669,1.44005,1.04418,7.96375e-05,7.96375e-05,7.96375e-05
156,2190.43,1.52188,1.45495,1.01177,0.90443,0.78689,0.83993,0.50427,1.65311,1.42064,1.03723,7.58284e-05,7.58284e-05,7.58284e-05
157,2199.05,1.57635,1.47846,1.01324,0.89865,0.79376,0.83965,0.52021,1.62622,1.40186,1.03379,7.21145e-05,7.21145e-05,7.21145e-05
158,2223.33,1.52746,1.45633,1.01177,0.90101,0.7884,0.83873,0.51415,1.64601,1.41569,1.03708,6.84967e-05,6.84967e-05,6.84967e-05
159,2227,1.54607,1.43911,0.98482,0.91699,0.78307,0.84299,0.5225,1.62984,1.39244,1.03269,6.49762e-05,6.49762e-05,6.49762e-05
